row_number,term_code,subj_code,crse_numb,crse_title,crse_equiv,crse_text,note_row,crn,ptrm_code,seq_numb,schd_code,schd_type,schd_sort,credit_hrs,link_conn,start_date,end_date,sundays,mondays,tuesdays,wednesdays,thursdays,fridays,saturdays,times,locations,max_enrl,enrl,seats,wlist,perc_full,xlist_max,xlist_cur,instructors,tuition_code,tuition_desc,bill_hrs,note_bottom,notes_skill,crse_row_num,crse_row_total
13,202620,PHAR,2052,Integrated PBL-4,,,R,22508,1,01,L,Lec,1,9,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1235-1425,Carleton TUPPER BLDG THTR D,100,98,2,,98.0%,,,MacDonald J.,,,9,,[],10,24
14,202620,PHAR,2052,Integrated PBL-4,,,,22509,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M M M,,W W W,,F F F,,1435-1625 1435-1625 1435-1625,"Carleton DENTISTRY 1205, 1206, 2537, 4110, 4111, 4112, 4114 Carleton TUPPER BLDG 14B02, L10 Carleton COLLABORATIVE HEALTH EDUC BLDG C220, C268",100,98,2,,98.0%,,,MacDonald J.,,,0,,[],10,24
15,202620,PHAR,2064,SBA 4,,,R,22510,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T T,,R R,,,1435-1555 1435-1555,"Carleton DENTISTRY 1205, 2537, 5199, 5214, 5228 Carleton TUPPER BLDG THTR D",100,98,2,,98.0%,,,Gillis J.,,,3,,[],11,24
16,202620,PHAR,2074,Skills Lab 5,,,R,22511,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,,,,,1035-1125,Carleton DENTISTRY 3156,100,98,2,,98.0%,,,Sponagle K.,,,3,,[],12,24
17,202620,PHAR,2074,Skills Lab 5,,,,22512,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R R,,,0835-1125 1735-2025,"Carleton BURBIDGE 200E, 200F, 216, 302, 303, 310 Carleton BURBIDGE 200E, 200F, 216, 302, 303, 310",100,98,2,,98.0%,,,Sponagle K.,,,0,,[],12,24
18,202620,PHAR,2283,Orientation to Practice Exp 4,,,R,23974,Y,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,T,,,,,1135-1225,Carleton TUPPER BLDG THTR D,100,98,2,,98.0%,,,Kennie-Kaulbach N.,,,0,,[],13,24
19,202620,PHAR,3014,Critical Appraisal Series 3B,,,R,22513,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,,,,R,,,0835-1055,Carleton TUPPER BLDG THTR D,90,57,33,,63.3%,,,Trenaman S.,,,3,,[],14,24
20,202620,PHAR,3014,Critical Appraisal Series 3B,,,,22514,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R R R,,,0835-1055 0835-1055 0835-1055,"Carleton DENTISTRY 4110, 4111, 4112, 4113, 4114 Carleton BURBIDGE 300 Carleton COLLABORATIVE HEALTH EDUC BLDG C221, C266",90,57,33,,63.3%,,,Trenaman S.,,,0,,[],14,24
21,202620,PHAR,3041,Geriatrics,,,R,22515,1,01,L,Lec,1,1,,07-JAN-2026,09-APR-2026,,,,,R,,,1135-1225,Carleton BURBIDGE 310,90,57,33,,63.3%,,,Bezanson E.,,,1,,[],15,24
22,202620,PHAR,3052,Integrated PBL-6,,,R,22516,1,01,L,Lec,1,9,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1125,Carleton BURBIDGE 310,90,57,33,,63.3%,,,Fathalla H.,,,9,,[],16,24
23,202620,PHAR,3052,Integrated PBL-6,,,,22517,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M M M,,W W W,,F F F,,1235-1425 1235-1425 1235-1425,"Carleton DENTISTRY 4110, 4111, 4112, 4113 Carleton BURBIDGE 200E, 200F, 300, 302, 303 Carleton COLLABORATIVE HEALTH EDUC BLDG C266",90,57,33,,63.3%,,,Fathalla H.,,,0,,[],16,24
24,202620,PHAR,3062,SBA 6,,,R,22518,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T T T T,,R R R R,,,1305-1425 1305-1425 1305-1425 1305-1425,"Carleton DENTISTRY 1205 Carleton BURBIDGE 200E, 200F, 300, 302, 303, 310 Carleton TUPPER BLDG 14B02 Carleton COLLABORATIVE HEALTH EDUC BLDG C221, C266",90,57,33,,63.3%,,,Sanyal C.,,,3,,[],17,24
25,202620,PHAR,3075,Skills Lab 8,,,R,22519,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,,,F,,0835-0925,Carleton BURBIDGE 310,90,57,33,,63.3%,,,Penney H.,,,3,,[],18,24
26,202620,PHAR,3075,Skills Lab 8,,,,22520,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T T,,,,,0835-1125 1735-2025,"Carleton BURBIDGE 200F, 216, 300, 302, 303, 310 Carleton BURBIDGE 200F, 216, 300, 302, 303, 310",90,57,33,,63.3%,,,Penney H.,,,0,,[],18,24
27,202620,PHAR,4081,Adv Phar Prac Collab Health,,,,22521,1,01,L,Lec,1,12,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,30,22,8,,73.3%,,,Kennie-Kaulbach N.,,,12,,[],19,24
28,202620,PHAR,4082,Adv Phar Prac Community,,,,22522,1,01,L,Lec,1,11,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,30,27,3,,90.0%,,,Kennie-Kaulbach N.,,,11,,[],20,24
29,202620,PHAR,4083,Adv Phar Prac Elective,,,,24375,1,01,L,Lec,1,9,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,30,19,11,,63.3%,,,Kennie-Kaulbach N.,,,9,,[],21,24
30,202620,PHAR,4281,Orientation to Practice,,,R,22523,1,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,W,,,,0835-0925,Carleton BURBIDGE 310,90,57,33,,63.3%,,,Kennie-Kaulbach N.,,,0,,[],22,24
31,202620,PHAR,5001,Chemistry to Pharmacokinetics,,,R,23726,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Jakeman D. (P) Agu R.,,,3,,[],23,24
32,202620,PHAR,9000,MSC Thesis,,,R,23731,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,6,4,,60.0%,,,Staff,,,0,,[],24,24
1,202620,PHIL,1501,Introduction to Philosophy,,,,22524,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley CHEMISTRY 226,114,110,4,-1,96.5%,,,MacIntosh D.,,,3,,[],1,37
2,202620,PHIL,1810,Introduction to Philosophy,,,,22525,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225,Studley LSC-PSYCHOLOGY P4260,105,98,7,-1,93.3%,,,Ramsoomair N.,,,3,,[],2,37
3,202620,PHIL,1810,Introduction to Philosophy,,,,24521,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1225,Studley LSC-COMMON AREA C206,35,32,3,,91.4%,,,Ramsoomair N.,,,0,,[],2,37
4,202620,PHIL,1810,Introduction to Philosophy,,,,24519,1,T02,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1225,Studley LSC-COMMON AREA C220,35,32,3,,91.4%,,,Ramsoomair N.,,,0,,[],2,37
5,202620,PHIL,1810,Introduction to Philosophy,,,,24520,1,T03,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1225,Studley LSC-COMMON AREA C202,35,33,2,,94.3%,,,Ramsoomair N.,,,0,,[],2,37
6,202620,PHIL,1820,Introduction to Philosophy,,,,22526,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley LSC-PSYCHOLOGY P4260,105,98,7,-1,93.3%,,,Hildebrand T.,,,3,,[],3,37
7,202620,PHIL,2025,Black Radical Thought,202620-BAFD-3600,,,24500,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Studley MCCAIN ARTS&SS 2130,10,3,7,,30.0%,36,25,Eugene C.,,,3,,[],4,37
8,202620,PHIL,2130,Logic: Deduction,,,,22527,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley LSC-COMMON AREA C236,100,89,11,0,89.0%,,,Fortney M.,,,3,,[],5,37
9,202620,PHIL,2150,Philosophy of Disability,202620-GWST-2150,,,22528,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1435-1555,Studley LSC-COMMON AREA C238,40,41,-1,,FULL,70,70,Paron C.,,,3,,[],6,37
10,202620,PHIL,2160,Philosoph. Issues of Feminism,202620-GWST-2500,,,22529,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1605-1725,Studley LSC-COMMON AREA C236,35,27,8,0,77.1%,90,68,Davis C.,,,3,,[],7,37
11,202620,PHIL,2220,Found Polit Thought 1789-1900,202620-POLI-2420,,,22530,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Studley SIR JAMES DUNN BUILDING 101,10,8,2,,80.0%,80,60,Banerjee K.,,,3,,[],8,37
12,202620,PHIL,2366,Gods Beasts & Political Animal,202620-CLAS-2366,,,22531,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225,Studley MONA CAMPBELL BUILDING 1108,32,26,6,0,81.3%,64,57,Diamond E.,,,3,,[],9,37
13,202620,PHIL,2480,Environmental Ethics,,,,22532,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Studley LSC-COMMON AREA C236,115,74,41,0,64.3%,,,Fenton A.,,,3,,[],10,37
14,202620,PHIL,2490,Soc/Ethi/Prof Issues in Csci,202620-CSCI-3101,,,22533,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1435-1555,Studley KILLAM LIBRARY MACME,15,14,1,0,93.3%,215,146,Fortney M.,,,3,,[],11,37
15,202620,PHIL,2610,History of Phil -Rationalists,,,,22534,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1025,Studley MCCAIN ARTS&SS 1130,35,32,3,,91.4%,,,Hymers M.,,,3,,[],12,37
16,202620,PHIL,2720,The Good Life,,,,22535,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1435-1555,Studley SIR JAMES DUNN BUILDING 135,80,80,0,,FULL,,,Scherkoske G.,,,3,,[],13,37
17,202620,PHIL,2810,Ethics & Hlth Care: Soc Policy,,,,22536,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1605-1725,Studley LSC-COMMON AREA C240,120,82,38,0,68.3%,,,Fenton A.,,,3,,[],14,37
18,202620,PHIL,3051,Epistemology,,,,22537,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Studley MCCAIN ARTS&SS 2021,25,16,9,,64.0%,30,19,Hildebrand T.,,,3,,[],15,37
19,202620,PHIL,3211,Philosophy of Law,,,,22538,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley LSC-COMMON AREA C220,40,43,-3,0,WLIST,45,43,Ramsoomair N.,,,3,,[],16,37
20,202620,PHIL,3420,Philosophy of Biology,202620-BIOL-3580,,,22539,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley LSC-BIOL&EARTH B2111,25,22,3,,88.0%,70,62,Meynell L.,,,3,,[],17,37
21,202620,PHIL,3476,Liberalism & Global Justice,202620-POLI-3476,,,22540,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Studley LSC-COMMON AREA C334,25,25,0,0,WLIST,44,37,Ramsoomair N.,,,3,,[],18,37
22,202620,PHIL,4120,Theory of Rational Decision,,,,22541,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Studley MCCAIN ARTS&SS 2132,18,22,-4,0,WLIST,23,25,MacIntosh D.,,,3,Course is held with PHIL 5120.,[],19,37
23,202620,PHIL,4190,Topics in the Hist of Phil I,,,,22542,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Studley MCCAIN ARTS&SS 1198,10,3,7,0,30.0%,15,6,Hymers M.,,,3,Wittgenstein,[],20,37
24,202620,PHIL,4680,Topics in Philosophy of Scie.,,,,22543,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1425,Studley MCCAIN ARTS&SS 1198,15,8,7,,53.3%,20,9,Borgerson K.,,,3,Philosophy of Medicine,[],21,37
25,202620,PHIL,4700,Philosophy of Race,,,,22544,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1425,Studley LSC-COMMON AREA C214,15,8,7,,53.3%,20,9,Jeffers C.,,,3,Course is held with PHIL 5700.,[],22,37
26,202620,PHIL,4950,Directed Readings,,,S,22545,1,01,L,Lec,1,6,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Staff,,,6,,[],23,37
27,202620,PHIL,4960,Directed Readings,,,S,22546,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,1,4,,20.0%,,,Borgerson K.,,,3,,[],24,37
28,202620,PHIL,4980,Directed Readings,,,S,22547,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,1,4,,20.0%,,,Jeffers C.,,,3,The Thought of W.E.B. Du Bois,[],25,37
29,202620,PHIL,5051,Epistemology,,,R,23733,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Studley MCCAIN ARTS&SS 2021,5,3,2,,60.0%,30,19,Hildebrand T.,,,3,,[],26,37
30,202620,PHIL,5120,Theory of Rational Decision,,,R,23734,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Studley MCCAIN ARTS&SS 2132,5,3,2,,60.0%,23,25,MacIntosh D.,,,3,Course is held with PHIL 4120.,[],27,37
31,202620,PHIL,5190,Topics in History of Phil I,,,R,23735,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Studley MCCAIN ARTS&SS 1198,5,3,2,,60.0%,15,6,Hymers M.,,,3,Wittgenstein,[],28,37
32,202620,PHIL,5211,Philosophy of Law,,,R,23736,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley LSC-COMMON AREA C220,5,0,5,,0.0%,45,43,Ramsoomair N.,,,3,,[],29,37
33,202620,PHIL,5420,Philosophy of Biology,,,R,23737,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley LSC-BIOL&EARTH B2111,5,0,5,,0.0%,70,62,Meynell L.,,,3,,[],30,37
34,202620,PHIL,5476,Liberalism & Global Justice,,,R,23738,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Studley LSC-COMMON AREA C334,5,0,5,,0.0%,44,37,Ramsoomair N.,,,3,,[],31,37
35,202620,PHIL,5680,Topics in Philosophy of Scie.,,,R,22548,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1425,Studley MCCAIN ARTS&SS 1198,5,1,4,,20.0%,20,9,Borgerson K.,,,3,,[],32,37
36,202620,PHIL,5700,Philosophy of Race,,,R,23739,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1425,Studley LSC-COMMON AREA C214,5,1,4,,20.0%,20,9,Jeffers C.,,,3,Course is held with PHIL 4700.,[],33,37
37,202620,PHIL,5980,Directed Reading,,,R,23740,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Staff,,,3,,[],34,37
38,202620,PHIL,9000,Master's Thesis,,,R,23741,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,2,3,,40.0%,,,Staff,,,0,,[],35,37
39,202620,PHIL,9413,Comprehensive Examination,,,,24236,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,75,4,71,,5.3%,,,Staff,,,0,,[],36,37
40,202620,PHIL,9530,Doctoral Thesis,,,R,23742,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,2,3,,40.0%,,,Staff,,,0,,[],37,37
1,202620,MPAS,5110,Medical Foundations I,,,,24259,2,01,L,Lec,1,6,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,24,23,1,,95.8%,,,Staff,,,6,,[],1,14
2,202620,MPAS,5210,Skilled Clinician I,,,,24260,2,01,L,Lec,1,3,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,24,23,1,,95.8%,,,Staff,,,3,,[],2,14
3,202620,MPAS,5310,ProComp I,,,,24261,2,01,L,Lec,1,3,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,24,23,1,,95.8%,,,Staff,,,3,,[],3,14
4,202620,MPAS,5900,Interpro Health Ed,,,,24262,2,01,L,Lec,1,0,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,50,49,1,,98.0%,,,Staff,,,0,,[],4,14
5,202620,MPAS,6400,Research in Medicine Seminar,,,,24263,2,01,L,Lec,1,6,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,50,49,1,,98.0%,,,Staff,,,6,,[],5,14
6,202620,MPAS,6501,Family Medicine,,,R,24264,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],6,14
7,202620,MPAS,6502,Internal Medicine,,,R,24265,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],7,14
8,202620,MPAS,6503,Surgery,,,R,24266,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],8,14
9,202620,MPAS,6504,Psychiatry,,,R,24267,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],9,14
10,202620,MPAS,6505,Pediatrics,,,R,24268,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],10,14
11,202620,MPAS,6506,Obstetrics and Gynaecology,,,R,24269,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,25,1,,96.2%,,,Staff,,,1,,[],11,14
12,202620,MPAS,6507,Emergency Medicine,,,R,24270,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],12,14
13,202620,MPAS,6508,Elective I,,,R,24271,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],13,14
14,202620,MPAS,6509,Elective II,,,R,24272,2,01,L,Lec,1,1,,01-JAN-2026,30-APR-2026,,,,,,,,C/D,Consult Department,26,26,0,,FULL,,,Staff,,,1,,[],14,14
1,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22549,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,F,,0835-0925,Studley SIR JAMES DUNN BUILDING 117,OPEN (80)  DISP  (5),73 4,7 1,0,90.6%,235,228,de Vet S.,,,3,Section 01 is restricted to Non-Engineering students. Non-Engineering students are required to register for labs B01-B07.  *Repeating Non-Engineering students must register for B99.,[],1,44
2,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22550,1,02,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1025,Studley SIR JAMES DUNN BUILDING 117,75,74,1,0,98.7%,225,221,de Vet S.,,,3,Section 02 is restricted to Non-Engineering students. Non-Engineering students are required to register for labs B01-B07. *Repeating Non-Engineering students must register for B99.,[],1,44
3,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22551,1,03,L,Lec,1,3,"B2, T2",07-JAN-2026,09-APR-2026,,M,,W,,F,,0835-0925,Studley SIR JAMES DUNN BUILDING 117,150,151,-1,,FULL,235,228,de Vet S.,,,3,Section 03 is restricted to Engineering students only. Engineering students are required to register for Labs B11-B18 or B24-B25.  *Repeating Engineering students must register for B88.,[],1,44
4,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22552,1,04,L,Lec,1,3,"B2, T2",07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1025,Studley SIR JAMES DUNN BUILDING 117,150,147,3,,98.0%,225,221,de Vet S.,,,3,Section 04 is restricted to Engineering students only. Engineering students are required to register for Lab B11-B18 or B24-B25.  *Repeating Engineering students must register for B88.,[],1,44
5,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22553,1,05,L,Lec,1,3,"B2, T2",07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley SIR JAMES DUNN BUILDING 117,150,109,41,,72.7%,200,121,Labrie D.,,,3,Section 05 is restricted to Engineering students only. Engineering students are required to register for lab B11- B18 or B24-B25. *Repeating Engineering students must register for B88.,[],1,44
6,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22554,1,06,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley SIR JAMES DUNN BUILDING 117,50,12,38,,24.0%,200,121,Labrie D.,,,3,,[],1,44
7,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22555,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,OPEN (35)  DISP  (5),34 4,1 1,0,95.0%,90,88,de Vet S.,,,0,Non-Engineering students are required to register for B01- B07.,[],1,44
8,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22556,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,40,35,5,0,87.5%,90,86,de Vet S.,,,0,Non-Engineering students are required to register for B01- B07.,[],1,44
9,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22557,1,B03,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,40,31,9,-1,77.5%,90,80,de Vet S.,,,0,Non-Engineering students are required to register for B01- B07.,[],1,44
10,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22558,1,B05,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,40,16,24,0,40.0%,90,66,de Vet S.,,,0,Non-Engineering students are required to register for B01- B07.,[],1,44
11,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22559,1,B06,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1005-1255,Studley SIR JAMES DUNN BUILDING 114,25,23,2,0,92.0%,90,88,de Vet S.,,,0,Non-Engineering students are required to register for B01- B07.,[],1,44
12,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22560,1,B07,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1005-1255,Studley SIR JAMES DUNN BUILDING 114,25,22,3,0,88.0%,70,68,de Vet S.,,,0,,[],1,44
13,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22561,1,B11,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,50,50,0,,FULL,90,88,de Vet S.,,,0,,[],1,44
14,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22562,1,B12,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,50,51,-1,,FULL,90,86,de Vet S.,,,0,,[],1,44
15,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22563,1,B13,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,50,49,1,,98.0%,90,80,de Vet S.,,,0,,[],1,44
16,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22564,1,B14,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,50,53,-3,,FULL,,,de Vet S.,,,0,B14 is restricted to Engineering student ONLY.,[],1,44
17,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22565,1,B15,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,,,,F,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,50,50,0,,FULL,90,66,de Vet S.,,,0,B15 is restricted to Engineering student ONLY.,[],1,44
18,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22566,1,B16,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,T,,,,,1005-1255,Studley SIR JAMES DUNN BUILDING 114,65,65,0,,FULL,90,88,de Vet S.,,,0,,[],1,44
19,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22567,1,B17,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,,,R,,,1005-1255,Studley SIR JAMES DUNN BUILDING 114,45,46,-1,,FULL,70,68,de Vet S.,,,0,,[],1,44
20,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,R,22568,1,B24,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Studley SIR JAMES DUNN BUILDING 114,40,40,0,,FULL,,,de Vet S.,,,0,Engineering students only.,[],1,44
21,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,S,22570,1,B88,B,Lab,2,0,"L2, T2",07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,2,8,,20.0%,,,de Vet S.,,,0,,[],1,44
22,202620,PHYC,1290,Introduction To Physics,202620-PHYS-1003,,,22571,1,T01,T,Tut,3,0,"L2, B2",07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,540,407,133,,75.4%,,,de Vet S.,,,0,,[],1,44
23,202620,PHYC,1320,Physics in & Around You II,,,,22572,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1235-1325,Studley SIR JAMES DUNN BUILDING 117,OPEN (160)  DISP  (10),115 1,45 9,,68.2%,,,Hartery S.,,,3,"If registering in both PHYC 1310 and PHYC 1320 select the same laboratory section in each course, where possible.  For laboratory section issues, please consult the primary laboratory instructor.",[],2,44
